"i" "test.power"
"984" 984 0.263659
"985" 985 0.4729086
"986" 986 0.4495579
"987" 987 0.4520517
"988" 988 0.4407164
"989" 989 0.444117
"990" 990 0.4481977
"991" 991 0.455679
"992" 992 0.4044434
"993" 993 0.1527998
"994" 994 0.4545455
"995" 995 0.4769893
"996" 996 0.4987531
"997" 997 0.4588529
"998" 998 0.4318749
"999" 999 0.3903877
"1000" 1000 0.3534346
